de340db6323c21f,vox\scripted\ping\naga\vox_naga_ping_item_ack_05.rn75.pc.bp.snd
efe305dae706eed,vox\scripted\ping\masn\vox_masn_ping_objective_flag_00.rn75.pc.bp.snd
7831d5ab4be278a4,vox\scripted\stch\vox_stch_exert_punch_take_02.rn75.pc.bp.snd
1c59b134ea6d72d5,vox\scripted\operators\fuze\vox_fuze_se_kill_semtex_stuck_01.rn75.pc.bp.snd
2cf78b2229aa2f9f,vox\scripted\zm_operators\ptnv\vox_ptnv_zm_exfil_call_in_03.rn75.pc.bp.snd
19f796210100d40,vox\scripted\operators\adlr\vox_adlr_eq_jammer_threat_03.rn75.pc.bp.snd
398dfc273853931f,vox\scripted\mpl\ami6\vox_ami6_prop_hunt_last_life_01.rn75.pc.bp.snd
491307726b81e84b,vox\scripted\zm_operators\fuze\vox_fuze_zm_se_critical_finish_04.rn75.pc.bp.snd
6983c3e2f7f6a614,vox\scripted\beck\vox_beck_exert_death_veh_hit_00.rn75.pc.bp.snd
47054a572c9422a3,vox\scripted\operators\maxi\vox_maxi_eq_jammer_fail_00.rn75.pc.bp.snd
470b3771c018776,vox\scripted\operators\antv\vox_antv_eq_smoke_use_01.rn75.pc.bp.snd
5469bb8be629b9b1,vox\scripted\wood\vox_wood_exert_punch_give_03.rn75.pc.bp.snd
1fa27630c8e2c0fb,vox\scripted\ping\naga\vox_naga_callout_base_need_assist_02.rn75.pc.bp.snd
77f7d3793b118c0a,vox\scripted\antv\vox_antv_exert_punch_give_00.rn75.pc.bp.snd
29edbd38bc97f32c,vox\scripted\operators\wood\vox_wood_eq_frag_use_00.rn75.pc.bp.snd
27b5652ea21bd888,vox\scripted\operators\wrth\vox_wrth_eq_stim_shot_threat_03.rn75.pc.bp.snd
6af8000c8c81f864,vox\scripted\mpl\anbo\vox_anbo_war_taking_final_03.rn75.pc.bp.snd
2c31e8151513a6fe,vox\scripted\ping\wood\vox_wood_ping_item_ss_death_machine_00.rn75.pc.bp.snd
630625e77efed992,vox\scripted\zm_operators\jckl\vox_jckl_zm_pick_up_weapon_ray_gun_01.rn75.pc.bp.snd
616b0ed2318d3d7b,vox\scripted\zm_operators\kngs\vox_kngs_zm_revive_downed_03.rn75.pc.bp.snd
13a46b5be3b8d9d6,vox\scripted\ping\antv\vox_antv_zm_ping_item_tactical_mystery_box_00.rn75.pc.bp.snd
29d843dd15bd9887,vox\scripted\operators\beck\vox_beck_eq_molo_threat_03.rn75.pc.bp.snd
26ca9129fdb7214d,vox\scripted\zm_operators\gstf\vox_gstf_zm_eq_generic_use_fail_05.rn75.pc.bp.snd
71dbbd86951664b8,vox\scripted\mpl\anbo\vox_anbo_war_momentum_built_01.rn75.pc.bp.snd
18781d4205796a5c,vox\scripted\mpl\anme\vox_anme_encourage_lost_01.rn75.pc.bp.snd
239a57ca0ec6dc80,vox\scripted\ping\wolf\vox_wolf_ping_item_veh_fav_00.rn75.pc.bp.snd
172120aebae9cb51,vox\scripted\operators\ktsn\vox_ktsn_ss_flamethrower_threat_02.rn75.pc.bp.snd
783ab37a2d6a4579,vox\scripted\operators\wood\vox_wood_ss_flamethrower_use_03.rn75.pc.bp.snd
75cbeaac844096c0,vox\scripted\operators\fuze\vox_fuze_ss_uav_dstr_00.rn75.pc.bp.snd
51ffeaa3bf910052,vox\scripted\operators\stch\vox_stch_congrat_lrg_03.rn75.pc.bp.snd
4b59c43314d6a8d,vox\scripted\ping\maxi\vox_maxi_ping_item_armor_01.rn75.pc.bp.snd
7671534c411e69a,vox\scripted\frs1\vox_frs1_exert_death_02.rn75.pc.bp.snd
4ad27b9ffb1a3c66,vox\scripted\zm_operators\fuze\vox_fuze_zm_revive_revive_00.rn75.pc.bp.snd
53108325f65dad57,vox\scripted\cp_ger_hub0\vox_cp_chao_02000_fbro_one_22.pn75.pc.bp.snd
2858bb0c41828da0,vox\scripted\cp_amerika\vox_cp_amrk_01100_wood_parkbellhasdese_be_c.pn75.pc.bp.snd
3fddcb3c18391ed3,vox\scripted\cp_nam_prisoner\vox_cp_prsn_14700_adlr_whathappenedaft_fc.pn75.pc.bp.snd
1f34b63ce556f043,vox\scripted\ping\zyna\vox_zyna_ping_objective_01.rn75.pc.bp.snd
3cc584b8bf6c8bb3,vox\scripted\operators\park\vox_park_ss_hover_jet_dstr_01.rn75.pc.bp.snd
581746fc10a64458,vox\scripted\ping\frs2\vox_frs2_callout_base_form_up_01.rn75.pc.bp.snd
7787f95f72bdd027,vox\scripted\operators\adlr\vox_adlr_ss_rcxd_dstr_02.rn75.pc.bp.snd
36746dc0f75afa2f,vox\scripted\ping\ktsn\vox_ktsn_ping_item_gun_tactical_00.rn75.pc.bp.snd
51c2e151f2307920,vox\scripted\adlr\vox_adlr_exert_sniper_exhale_01.rn75.pc.bp.snd
3e63d95bce3ea065,vox\scripted\ping\rmbo\vox_rmbo_zm_ping_ntrct_lock_door_00.rn75.pc.bp.snd
30ef2db715a851e1,vox\scripted\grca\vox_grca_exert_explo_dead_02.rn75.pc.bp.snd
1eefed922f73b5c3,vox\scripted\ping\ptnv\vox_ptnv_ping_objective_bomb_02.rn75.pc.bp.snd
1a36f6ca8241b69d,vox\scripted\operators\ktsn\vox_ktsn_congrat_lrg_00.rn75.pc.bp.snd
18af69758a757a0c,vox\scripted\operators\ktsn\vox_ktsn_kill_team_react_01.rn75.pc.bp.snd
4cd1fbfff2a3530e,vox\scripted\mpl\adgi\vox_adgi_ss_ctrl_missile_enemy_online_mult_00.rn75.pc.bp.snd
6f39ea703562d497,vox\scripted\grca\vox_grca_exert_stabbed_04.rn75.pc.bp.snd
396866450b900f75,vox\scripted\ping\mrs2\vox_mrs2_callout_base_social_thank_00.rn75.pc.bp.snd
4e86550d083f0a86,vox\scripted\zm_operators\stry\vox_stry_zm_se_kill_mult_tank_taunt_01.rn75.pc.bp.snd
6679e09782d4f2c5,vox\scripted\adlr\vox_adlr_exert_death_throat_cut_01.rn75.pc.bp.snd
2704a855c8fd1db9,vox\scripted\zm_operators\bdzr\vox_bdzr_zm_pick_up_weapon_sniper_rifle_03.rn75.pc.bp.snd
2ae7df1afc9104d9,vox\scripted\zm_operators\ptnv\vox_ptnv_zm_revive_revive_03.rn75.pc.bp.snd
4fca806789dd1b90,vox\scripted\mpl\adgi\vox_adgi_fta_mission_success_01.rn75.pc.bp.snd
399437d50651e33b,vox\scripted\ping\antv\vox_antv_ping_danger_255_00.rn75.pc.bp.snd
2dea2331bdbc7ec7,vox\scripted\cp_yamantau\vox_cp_ymnt_01200_wood_soyoubettergofi_51.pn75.pc.bp.snd
2ca6d0aea8282cf4,vox\scripted\operators\rvas\vox_rvas_ss_ctrl_missile_use_00.rn75.pc.bp.snd
1baf93d7f2c2f2cc,vox\scripted\ping\lazr\vox_lazr_zm_ping_ntrct_gen_01.rn75.pc.bp.snd
4ccfb02c39f1f054,vox\scripted\ping\maxi\vox_maxi_callout_base_sorry_02.rn75.pc.bp.snd
28cff0a6b4417834,vox\scripted\mpl\ucm3\vox_ucm3_ss_ctrl_missile_kill_mult_02.rn75.pc.bp.snd
1ab7cabc8f369554,vox\scripted\ping\frs1\vox_frs1_ping_objective_ack_00.rn75.pc.bp.snd
5209b84cd9545b8f,vox\scripted\operators\kngs\vox_kngs_eq_concussion_threat_00.rn75.pc.bp.snd
2f2264f348744950,vox\scripted\zm_operators\wolf\vox_wolf_zm_se_kill_mult_streak_10_00.rn75.pc.bp.snd
3701e91c42879b5,vox\scripted\operators\bakr\vox_bakr_eq_listen_threat_01.rn75.pc.bp.snd
261f369c508b9d94,vox\scripted\zm_operators\wolf\vox_wolf_zm_pick_up_box_equipment_07.rn75.pc.bp.snd
2449ae65bb1d62e3,vox\scripted\mpl\bta1\vox_bta1_generic_miss_06.rn75.pc.bp.snd
206bdae06de5eda2,vox\scripted\maxi\vox_maxi_exert_bludgeoned_03.rn75.pc.bp.snd
4468b589ed736513,vox\systems\cp_battle\blkv\vox_blkv_they_re_moving_0.rn75.pc.bp.snd
5163fc04e49bb54c,vox\scripted\antv\vox_antv_exert_breath_hurt_02.rn75.pc.bp.snd
658620bdfffe24a5,vox\scripted\mrs2\vox_mrs2_exert_bullet_pain_02.rn75.pc.bp.snd
35f1d155903b25ae,vox\scripted\zm_operators\mrs1\vox_mrs1_zm_pick_up_box_self_revive_05.rn75.pc.bp.snd
e1a02091c839d4a,vox\scripted\wood\vox_wood_exert_concuss_00.rn75.pc.bp.snd
43a091265fe4d49,vox\scripted\zm_operators\sala\vox_sala_zm_pick_up_weapon_ray_gun_00.rn75.pc.bp.snd
605e13f15191db70,vox\scripted\hdsn\vox_hdsn_exert_throw_00.rn75.pc.bp.snd
26886c3c475a99c5,vox\scripted\cp_ger_hub8\vox_cp_sh8_00010_adlr_bullshitiswhaty_fa.pn75.pc.bp.snd
328b471ddaccead1,vox\scripted\zm_operators\bdzr\vox_bdzr_zm_pick_up_weapon_ww_generic_09.rn75.pc.bp.snd
50c62c635e47812,vox\scripted\ping\wolf\vox_wolf_ping_gear_tactical_jammer_01.rn75.pc.bp.snd
3138725486f61fc2,vox\scripted\sala\vox_sala_exert_underwater_air_low_07.rn75.pc.bp.snd
bf402cfc5017e37,vox\scripted\ping\wrth\vox_wrth_zm_ping_item_aetherium_02.rn75.pc.bp.snd
41cf5c4c0b2d9e7e,vox\scripted\prce\vox_prce_exert_concuss_02.rn75.pc.bp.snd
161d745bac383533,vox\scripted\cp_nam_armada\vox_cp_armd_00002_ars8_noshitnorthdako_b6.rn75.pc.bp.snd
8cfb0a7d194327,vox\scripted\zm_operators\bdzr\vox_bdzr_zm_se_kill_mult_aether_shroud_02.rn75.pc.bp.snd
52a23c399c28649c,vox\scripted\mpl\ncm4\vox_ncm4_ss_ctrl_missile_deploy_06.rn75.pc.bp.snd
737080a7a1ab6dd7,vox\scripted\zm_operators\mrs3\vox_mrs3_zm_kill_zombie_generic_01.rn75.pc.bp.snd
52d19314eb4acf1a,vox\scripted\operators\park\vox_park_kill_generic_infantry_fm_05.rn75.pc.bp.snd
5d45820d572aa85a,vox\scripted\cp_nam_armada\vox_cp_armd_00007_adlr_thankbellhesthe_9a_m.pn75.pc.bp.snd
6aa500b4ea51c870,vox\scripted\zm_operators\masn\vox_masn_zm_revive_downed_00.rn75.pc.bp.snd
4699835107cf8cdc,vox\scripted\zm_operators\rvas\vox_rvas_zm_pick_up_weapon_ww_generic_00.rn75.pc.bp.snd
345c24e60bfac725,vox\scripted\maxi\vox_maxi_exert_underwater_emerge_breath_01.rn75.pc.bp.snd
6c58e95b10a71986,vox\scripted\zm_operators\wolf\vox_wolf_zm_pick_up_weapon_generic_01.rn75.pc.bp.snd
5d10e569f5729726,vox\scripted\operators\weav\vox_weav_se_kill_point_blank_00.rn75.pc.bp.snd
41e1b31e9ba03465,vox\scripted\operators\naga\vox_naga_eq_landmine_use_03.rn75.pc.bp.snd
5c0e09f26ca86e42,vox\scripted\ping\adlr\vox_adlr_zm_ping_perk_tombstone_01.rn75.pc.bp.snd
7e698bde1200f354,vox\scripted\ping\mcln\vox_mcln_ping_item_ss_ctrl_missile_00.rn75.pc.bp.snd
7d715a02559c0ac9,vox\scripted\operators\fuze\vox_fuze_ss_death_machine_dstr_01.rn75.pc.bp.snd
77cc17f7fae40ada,vox\scripted\mpl\ahva\vox_ahva_control_low_lives_01.rn75.pc.bp.snd
45795ed7d685e759,vox\scripted\cp_rus_kgb\vox_cp_rkgb_04100_adlr_wererunningouto_fd.pn75.pc.bp.snd
3fea227721b618ad,vox\scripted\operators\kngs\vox_kngs_eq_trophy_threat_00.rn75.pc.bp.snd
b742ed28a3e7624,vox\scripted\cp_ger_hub2_park\vox_cp_sh2p_00500_park_bell_be.pn75.pc.bp.snd
2130847ca97f0e1,vox\scripted\mpl\anme\vox_anme_war_round_end_near_winning_final_02.rn75.pc.bp.snd
31a9b7236c23c860,vox\scripted\cp_rus_kgb\vox_cp_rkgb_09430_krav_iwouldgetmoving_7a.rn75.pc.bp.snd
68a91dcd5d034907,vox\scripted\zm_operators\park\vox_park_zm_pick_up_weapon_pistol_08.rn75.pc.bp.snd
3de0e3accea544ac,vox\scripted\gstf\vox_gstf_exert_sniper_gasp_01.rn75.pc.bp.snd
7752ddbe8c0e8c9c,vox\scripted\operators\zyna\vox_zyna_kill_generic_infantry_10.rn75.pc.bp.snd
3d25c02a3124f3a7,vox\scripted\zm_operators\bdzr\vox_bdzr_zm_se_kill_mult_energy_mine_03.rn75.pc.bp.snd
2cbc26d7da216c06,vox\scripted\operators\lazr\vox_lazr_eq_landmine_use_00.rn75.pc.bp.snd
5a9fb2d57f1ad078,vox\scripted\mcln\vox_mcln_exert_burn_dead_02.rn75.pc.bp.snd
2dfb75bc98d4a7bd,vox\scripted\ping\hdsn\vox_hdsn_callout_base_cancel_00.rn75.pc.bp.snd
5523f47b9157f0b7,vox\scripted\mpl\ami6\vox_ami6_control_taking_b_def_01.rn75.pc.bp.snd
1ef04f3d8100ac29,vox\scripted\zm_operators\jckl\vox_jckl_zm_se_kill_boss_03.rn75.pc.bp.snd
674dcd5476d70823,vox\scripted\mpl\anbo\vox_anbo_switchingsides_00.rn75.pc.bp.snd
2a10ef109fc00355,vox\scripted\operators\mrs3\vox_mrs3_boost_loss_01.rn75.pc.bp.snd
148638fc9085a92f,vox\scripted\mpl\anme\vox_anme_sd_bomb_defused_03.rn75.pc.bp.snd
2f75a6ec1120e33b,vox\scripted\zm_operators\adlr\vox_adlr_zm_se_kill_mult_ring_fire_00.rn75.pc.bp.snd
17b4e68177b03842,vox\scripted\ping\wrth\vox_wrth_callout_base_negative_02.rn75.pc.bp.snd
4dc5d6082afd3efb,vox\scripted\ping\mrs3\vox_mrs3_ping_item_armor_plate_00.rn75.pc.bp.snd
609532e3c6089d86,vox\scripted\ping\frs2\vox_frs2_zm_ping_ntrct_craft_table_00.rn75.pc.bp.snd
eec070cc9f5124b,vox\scripted\operators\ptnv\vox_ptnv_congrat_sml_01.rn75.pc.bp.snd
7ce28045b7f81876,vox\scripted\operators\hdsn\vox_hdsn_ss_recon_dstr_alt_01.rn75.pc.bp.snd
52793e870f69f0b8,vox\scripted\prce\vox_prce_exert_razor_wire_04.rn75.pc.bp.snd
7aaafb7d79db02ea,vox\scripted\grca\vox_grca_exert_mant_heavy_04.rn75.pc.bp.snd
7947d4a4a369c44,vox\scripted\zm_operators\ptnv\vox_ptnv_zm_pick_up_weapon_ray_gun_07.rn75.pc.bp.snd
694926c12687a4e3,vox\scripted\kngs\vox_kngs_exert_bludgeoned_02.rn75.pc.bp.snd
63b9cceba7c32619,vox\scripted\operators\masn\vox_masn_se_kill_survivor_02.rn75.pc.bp.snd
18e41d35264d0b52,vox\scripted\ping\wood\vox_wood_callout_base_acknow_02.rn75.pc.bp.snd
4a22508db1670244,vox\scripted\ping\beck\vox_beck_ping_item_ammo_assault_01.rn75.pc.bp.snd
3c0cfe5a4dda1bf7,vox\scripted\cp_ger_hub6\vox_cp_sh6_06200_wood_youseriousright_58.pn75.pc.bp.snd
2c7a434a27077762,vox\scripted\zm_operators\kngs\vox_kngs_zm_pick_up_weapon_ww_generic_00.rn75.pc.bp.snd
29411a927391bade,vox\scripted\hdsn\vox_hdsn_exert_bullet_pain_14.rn75.pc.bp.snd
565d030546a899d6,vox\scripted\ping\kngt\vox_kngt_ping_gear_lethal_01.rn75.pc.bp.snd
19af2fc3dec35c34,vox\scripted\operators\sala\vox_sala_ss_hover_jet_dstr_00.rn75.pc.bp.snd
41d690e1c0c30093,vox\scripted\operators\bdzr\vox_bdzr_ss_napalm_use_00.rn75.pc.bp.snd
2fd20d1e0ecf0942,vox\scripted\mpl\ahva\vox_ahva_fta_drop_zone_over_00.rn75.pc.bp.snd
22a8acd0edac66f6,vox\scripted\ping\mrs1\vox_mrs1_ping_need_item_ammo_special_00.rn75.pc.bp.snd
5c19403bb6179aea,vox\scripted\ping\ptnv\vox_ptnv_ping_item_lethal_semtex_00.rn75.pc.bp.snd
7448279693a9fd0a,vox\scripted\ping\wood\vox_wood_zm_ping_ntrct_power_00.rn75.pc.bp.snd
5c0471ee17c31d5a,vox\scripted\mpl\bta1\vox_bta1_eq_listen_hacked_00.rn75.pc.bp.snd
3b8b384fccc20a8e,vox\scripted\mpl\anme\vox_anme_koth_located_00.rn75.pc.bp.snd
4c21fc0b7edec62e,vox\scripted\operators\mrs1\vox_mrs1_threat_infantry_01.rn75.pc.bp.snd
50bc8c97cf5c07c0,vox\scripted\zm_operators\beck\vox_beck_zm_se_kill_mult_one_shot_03.rn75.pc.bp.snd
7db52b9224cc3f61,vox\scripted\mpl\ami6\vox_ami6_war_zone_available_was_theirs_01.rn75.pc.bp.snd
33a52c7f0ab75d18,vox\scripted\ping\wolf\vox_wolf_zm_ping_ntrct_workbench_00.rn75.pc.bp.snd
1f4080610f492b31,vox\scripted\cp_takedown\vox_cp_tdwn_03200_bart_okaythenwellcel_27.rn75.pc.bp.snd
28d5a42d1a775212,vox\scripted\operators\park\vox_park_kill_team_warn_02.rn75.pc.bp.snd
1b1aaee87eb74a10,vox\scripted\operators\gstf\vox_gstf_se_kill_survivor_01.rn75.pc.bp.snd
6b0a897a7f15a25c,vox\scripted\gstf\vox_gstf_exert_mant_light_03.rn75.pc.bp.snd
54f0ad3fc5b7a2fe,vox\scripted\hdsn\vox_hdsn_exert_death_fall_02.rn75.pc.bp.snd
9d568de332f425b,vox\scripted\ping\ptnv\vox_ptnv_ping_item_tactical_concussion_00.rn75.pc.bp.snd
218a4441263f6b1b,vox\scripted\operators\prce\vox_prce_ss_death_machine_threat_00.rn75.pc.bp.snd
b801a01047693c2,vox\scripted\cp_nam_armada\vox_cp_armd_00001_adlr_itscranktime_57.pn75.pc.bp.snd
6ba8d4d3a220694b,vox\scripted\zm_operators\rvas\vox_rvas_zm_pick_up_weapon_ww_generic_07.rn75.pc.bp.snd
3a1abf0e2691e378,vox\scripted\mrs1\vox_mrs1_exert_razor_wire_02.rn75.pc.bp.snd
2f69d7da0920b41a,vox\scripted\hdsn\vox_hdsn_exert_death_08.rn75.pc.bp.snd
3f5277e5c03c49d4,vox\scripted\operators\zyna\vox_zyna_kill_generic_infantry_07.rn75.pc.bp.snd
f9211e349f89d1d,vox\systems\cp_stealth\rus3\vox_rus3_i_ll_investigate_0.rn75.pc.bp.snd
697c6469acb34a43,vox\scripted\mpl\uao3\vox_uao3_ss_artillery_kill_none_03.rn75.pc.bp.snd
12379e8126c44b5c,vox\scripted\operators\wrth\vox_wrth_eq_frag_use_00.rn75.pc.bp.snd
1daf3c2f781872c0,vox\scripted\zm_operators\lazr\vox_lazr_zm_se_kill_mult_melee_00.rn75.pc.bp.snd
63e92a666b678108,vox\scripted\mpl\anbo\vox_anbo_bb_prop_hunt_start_00.rn75.pc.bp.snd
489ff881b188c2e1,vox\scripted\ping\wood\vox_wood_ping_danger_225_01.rn75.pc.bp.snd
20473e3f4bbba800,vox\scripted\mpl\adgi\vox_adgi_control_cont_b_ofs_03.rn75.pc.bp.snd
4cd58521d408d819,vox\scripted\mpl\ugs1\vox_ugs1_ss_gunship_time_out_02.rn75.pc.bp.snd
175ab9fa38f042e2,vox\scripted\mpl\ncm1\vox_ncm1_ss_ctrl_missile_kill_mult_02.rn75.pc.bp.snd
192bcc0823f4f647,vox\scripted\operators\wrth\vox_wrth_eq_landmine_dstr_01.rn75.pc.bp.snd
965931e2e73cffe,vox\scripted\mpl\ngs2\vox_ngs2_ss_gunship_20_kill_1_00.rn75.pc.bp.snd
2cecf04151a11645,vox\scripted\lazr\vox_lazr_exert_bludgeoned_04.rn75.pc.bp.snd
15b05aa5e72e37e0,vox\scripted\zm_operators\sims\vox_sims_zm_pick_up_weapon_generic_03.rn75.pc.bp.snd
57934efefba7eeb,vox\scripted\ping\beck\vox_beck_ping_item_tactical_01.rn75.pc.bp.snd
7041b477826c545e,vox\scripted\ping\lazr\vox_lazr_ping_danger_120_00.rn75.pc.bp.snd
66781c2fd77fc5f1,vox\scripted\operators\maxi\vox_maxi_ss_chop_gun_dstr_02.rn75.pc.bp.snd
1b7bb13651ded5f3,vox\scripted\ping\sala\vox_sala_ping_item_bag_generic_00.rn75.pc.bp.snd
589ad3a3c45e284a,vox\scripted\operators\wood\vox_wood_ss_rcxd_use_01.rn75.pc.bp.snd
7c7d1ced27da8174,vox\scripted\grca\vox_grca_exert_punch_give_06.rn75.pc.bp.snd
7353b1a92319ab7,vox\scripted\beck\vox_beck_exert_explo_dead_00.rn75.pc.bp.snd
6a73a71aee0f3067,vox\scripted\operators\jckl\vox_jckl_eq_missile_trrt_use_00.rn75.pc.bp.snd
2b52c7577c6653bb,vox\scripted\ping\beck\vox_beck_ping_vip_exfil_site_02.rn75.pc.bp.snd
d1d0a10d2e1da49,vox\scripted\operators\kngt\vox_kngt_ss_hand_cannon_threat_03.rn75.pc.bp.snd
5608c031e1469de,vox\systems\cp_stealth\rus3\vox_rus3_i_lost_them_0.rn75.pc.bp.snd
4acf874cd0792517,vox\scripted\operators\rvas\vox_rvas_se_kill_mult_4_01.rn75.pc.bp.snd
